date,Weekday,vacances,est_jour_ferie,nom_jour_ferie,nom_vacances
2017-01-01,Dimanche,True,TRUE,Nouvel an,Vacances de Noeel
2017-01-02,Lundi,True,FALSE,,Vacances de Noeel
2017-01-03,Mardi,FALSE,FALSE,,
2017-01-04,Mercredi,FALSE,FALSE,,
2017-01-05,Jeudi,FALSE,FALSE,,
2017-01-06,Vendredi,FALSE,FALSE,,
2017-01-07,Samedi,FALSE,FALSE,,
2017-01-08,Dimanche,FALSE,FALSE,,
2017-01-09,Lundi,FALSE,FALSE,,
2017-01-10,Mardi,FALSE,FALSE,,
2017-01-11,Mercredi,FALSE,FALSE,,
2017-01-12,Jeudi,FALSE,FALSE,,
2017-01-13,Vendredi,FALSE,FALSE,,
2017-01-14,Samedi,FALSE,FALSE,,
2017-01-15,Dimanche,FALSE,FALSE,,
2017-01-16,Lundi,FALSE,FALSE,,
2017-01-17,Mardi,FALSE,FALSE,,
2017-01-18,Mercredi,FALSE,FALSE,,
2017-01-19,Jeudi,FALSE,FALSE,,
2017-01-20,Vendredi,FALSE,FALSE,,
2017-01-21,Samedi,FALSE,FALSE,,
2017-01-22,Dimanche,FALSE,FALSE,,
2017-01-23,Lundi,FALSE,FALSE,,
2017-01-24,Mardi,FALSE,FALSE,,
2017-01-25,Mercredi,FALSE,FALSE,,
2017-01-26,Jeudi,FALSE,FALSE,,
2017-01-27,Vendredi,FALSE,FALSE,,
2017-01-28,Samedi,FALSE,FALSE,,
2017-01-29,Dimanche,FALSE,FALSE,,
2017-01-30,Lundi,FALSE,FALSE,,
2017-01-31,Mardi,FALSE,FALSE,,
2017-02-01,Mercredi,FALSE,FALSE,,
2017-02-02,Jeudi,FALSE,FALSE,,
2017-02-03,Vendredi,FALSE,FALSE,,
2017-02-04,Samedi,FALSE,FALSE,,
2017-02-05,Dimanche,FALSE,FALSE,,
2017-02-06,Lundi,FALSE,FALSE,,
2017-02-07,Mardi,FALSE,FALSE,,
2017-02-08,Mercredi,FALSE,FALSE,,
2017-02-09,Jeudi,FALSE,FALSE,,
2017-02-10,Vendredi,FALSE,FALSE,,
2017-02-11,Samedi,FALSE,FALSE,,
2017-02-12,Dimanche,True,FALSE,,Vacances dhiver
2017-02-13,Lundi,True,FALSE,,Vacances dhiver
2017-02-14,Mardi,True,FALSE,,Vacances dhiver
2017-02-15,Mercredi,True,FALSE,,Vacances dhiver
2017-02-16,Jeudi,True,FALSE,,Vacances dhiver
2017-02-17,Vendredi,True,FALSE,,Vacances dhiver
2017-02-18,Samedi,True,FALSE,,Vacances dhiver
2017-02-19,Dimanche,True,FALSE,,Vacances dhiver
2017-02-20,Lundi,True,FALSE,,Vacances dhiver
2017-02-21,Mardi,True,FALSE,,Vacances dhiver
2017-02-22,Mercredi,True,FALSE,,Vacances dhiver
2017-02-23,Jeudi,True,FALSE,,Vacances dhiver
2017-02-24,Vendredi,True,FALSE,,Vacances dhiver
2017-02-25,Samedi,True,FALSE,,Vacances dhiver
2017-02-26,Dimanche,True,FALSE,,Vacances dhiver
2017-02-27,Lundi,FALSE,FALSE,,
2017-02-28,Mardi,FALSE,FALSE,,
2017-03-01,Mercredi,FALSE,FALSE,,
2017-03-02,Jeudi,FALSE,FALSE,,
2017-03-03,Vendredi,FALSE,FALSE,,
2017-03-04,Samedi,FALSE,FALSE,,
2017-03-05,Dimanche,FALSE,FALSE,,
2017-03-06,Lundi,FALSE,FALSE,,
2017-03-07,Mardi,FALSE,FALSE,,
2017-03-08,Mercredi,FALSE,FALSE,,
2017-03-09,Jeudi,FALSE,FALSE,,
2017-03-10,Vendredi,FALSE,FALSE,,
2017-03-11,Samedi,FALSE,FALSE,,
2017-03-12,Dimanche,FALSE,FALSE,,
2017-03-13,Lundi,FALSE,FALSE,,
2017-03-14,Mardi,FALSE,FALSE,,
2017-03-15,Mercredi,FALSE,FALSE,,
2017-03-16,Jeudi,FALSE,FALSE,,
2017-03-17,Vendredi,FALSE,FALSE,,
2017-03-18,Samedi,FALSE,FALSE,,
2017-03-19,Dimanche,FALSE,FALSE,,
2017-03-20,Lundi,FALSE,FALSE,,
2017-03-21,Mardi,FALSE,FALSE,,
2017-03-22,Mercredi,FALSE,FALSE,,
2017-03-23,Jeudi,FALSE,FALSE,,
2017-03-24,Vendredi,FALSE,FALSE,,
2017-03-25,Samedi,FALSE,FALSE,,
2017-03-26,Dimanche,FALSE,FALSE,,
2017-03-27,Lundi,FALSE,FALSE,,
2017-03-28,Mardi,FALSE,FALSE,,
2017-03-29,Mercredi,FALSE,FALSE,,
2017-03-30,Jeudi,FALSE,FALSE,,
2017-03-31,Vendredi,FALSE,FALSE,,
2017-04-01,Samedi,FALSE,FALSE,,
2017-04-02,Dimanche,FALSE,FALSE,,
2017-04-03,Lundi,FALSE,FALSE,,
2017-04-04,Mardi,FALSE,FALSE,,
2017-04-05,Mercredi,FALSE,FALSE,,
2017-04-06,Jeudi,FALSE,FALSE,,
2017-04-07,Vendredi,FALSE,FALSE,,
2017-04-08,Samedi,FALSE,FALSE,,
2017-04-09,Dimanche,True,FALSE,,Vacances de printemps
2017-04-10,Lundi,True,FALSE,,Vacances de printemps
2017-04-11,Mardi,True,FALSE,,Vacances de printemps
2017-04-12,Mercredi,True,FALSE,,Vacances de printemps
2017-04-13,Jeudi,True,FALSE,,Vacances de printemps
2017-04-14,Vendredi,True,TRUE,Peques,Vacances de printemps
2017-04-15,Samedi,True,FALSE,,Vacances de printemps
2017-04-16,Dimanche,True,TRUE,Lundi de Peques,Vacances de printemps
2017-04-17,Lundi,True,TRUE,Feªte du travail,Vacances de printemps
2017-04-18,Mardi,True,FALSE,,Vacances de printemps
2017-04-19,Mercredi,True,FALSE,,Vacances de printemps
2017-04-20,Jeudi,True,FALSE,,Vacances de printemps
2017-04-21,Vendredi,True,FALSE,,Vacances de printemps
2017-04-22,Samedi,True,FALSE,,Vacances de printemps
2017-04-23,Dimanche,True,FALSE,,Vacances de printemps
2017-04-24,Lundi,FALSE,FALSE,,
2017-04-25,Mardi,FALSE,FALSE,,
2017-04-26,Mercredi,FALSE,FALSE,,
2017-04-27,Jeudi,FALSE,FALSE,,
2017-04-28,Vendredi,FALSE,FALSE,,
2017-04-29,Samedi,FALSE,FALSE,,
2017-04-30,Dimanche,FALSE,FALSE,,
2017-05-01,Lundi,FALSE,TRUE,Victoire 1945,
2017-05-02,Mardi,FALSE,FALSE,,
2017-05-03,Mercredi,FALSE,FALSE,,
2017-05-04,Jeudi,FALSE,FALSE,,
2017-05-05,Vendredi,FALSE,FALSE,,
2017-05-06,Samedi,FALSE,FALSE,,
2017-05-07,Dimanche,FALSE,FALSE,,
2017-05-08,Lundi,FALSE,FALSE,,
2017-05-09,Mardi,FALSE,TRUE,Ascension,
2017-05-10,Mercredi,FALSE,FALSE,,
2017-05-11,Jeudi,FALSE,FALSE,,
2017-05-12,Vendredi,FALSE,FALSE,,
2017-05-13,Samedi,FALSE,FALSE,,
2017-05-14,Dimanche,FALSE,FALSE,,
2017-05-15,Lundi,FALSE,FALSE,,
2017-05-16,Mardi,FALSE,FALSE,,
2017-05-17,Mercredi,FALSE,FALSE,,
2017-05-18,Jeudi,FALSE,FALSE,,
2017-05-19,Vendredi,FALSE,FALSE,,
2017-05-20,Samedi,FALSE,FALSE,,
2017-05-21,Dimanche,FALSE,FALSE,,
2017-05-22,Lundi,FALSE,FALSE,,
2017-05-23,Mardi,FALSE,FALSE,,
2017-05-24,Mercredi,FALSE,FALSE,,
2017-05-25,Jeudi,FALSE,FALSE,,
2017-05-26,Vendredi,FALSE,FALSE,,
2017-05-27,Samedi,FALSE,FALSE,,
2017-05-28,Dimanche,FALSE,TRUE,Pentecete,
2017-05-29,Lundi,FALSE,FALSE,,
2017-05-30,Mardi,FALSE,FALSE,,
2017-05-31,Mercredi,FALSE,FALSE,,
2017-06-01,Jeudi,FALSE,FALSE,,
2017-06-02,Vendredi,FALSE,FALSE,,
2017-06-03,Samedi,FALSE,FALSE,,
2017-06-04,Dimanche,FALSE,TRUE,Lundi de Pentecete,
2017-06-05,Lundi,FALSE,FALSE,,
2017-06-06,Mardi,FALSE,FALSE,,
2017-06-07,Mercredi,FALSE,FALSE,,
2017-06-08,Jeudi,FALSE,FALSE,,
2017-06-09,Vendredi,FALSE,FALSE,,
2017-06-10,Samedi,FALSE,FALSE,,
2017-06-11,Dimanche,FALSE,FALSE,,
2017-06-12,Lundi,FALSE,FALSE,,
2017-06-13,Mardi,FALSE,FALSE,,
2017-06-14,Mercredi,FALSE,FALSE,,
2017-06-15,Jeudi,FALSE,FALSE,,
2017-06-16,Vendredi,FALSE,FALSE,,
2017-06-17,Samedi,FALSE,FALSE,,
2017-06-18,Dimanche,FALSE,TRUE,Feªte Nationale de la France,
2017-06-19,Lundi,FALSE,FALSE,,
2017-06-20,Mardi,FALSE,FALSE,,
2017-06-21,Mercredi,FALSE,FALSE,,
2017-06-22,Jeudi,FALSE,FALSE,,
2017-06-23,Vendredi,FALSE,FALSE,,
2017-06-24,Samedi,FALSE,FALSE,,
2017-06-25,Dimanche,FALSE,FALSE,,
2017-06-26,Lundi,FALSE,FALSE,,
2017-06-27,Mardi,FALSE,FALSE,,
2017-06-28,Mercredi,FALSE,FALSE,,
2017-06-29,Jeudi,FALSE,FALSE,,
2017-06-30,Vendredi,FALSE,FALSE,,
2017-07-01,Samedi,FALSE,FALSE,,
2017-07-02,Dimanche,FALSE,FALSE,,
2017-07-03,Lundi,FALSE,FALSE,,
2017-07-04,Mardi,FALSE,FALSE,,
2017-07-05,Mercredi,FALSE,FALSE,,
2017-07-06,Jeudi,FALSE,FALSE,,
2017-07-07,Vendredi,FALSE,FALSE,,
2017-07-08,Samedi,FALSE,FALSE,,
2017-07-09,Dimanche,True,FALSE,,Vacances dete
2017-07-10,Lundi,True,FALSE,,Vacances dete
2017-07-11,Mardi,True,FALSE,,Vacances dete
2017-07-12,Mercredi,True,FALSE,,Vacances dete
2017-07-13,Jeudi,True,FALSE,,Vacances dete
2017-07-14,Vendredi,True,TRUE,Assomption,Vacances dete
2017-07-15,Samedi,True,FALSE,,Vacances dete
2017-07-16,Dimanche,True,FALSE,,Vacances dete
2017-07-17,Lundi,True,FALSE,,Vacances dete
2017-07-18,Mardi,True,FALSE,,Vacances dete
2017-07-19,Mercredi,True,FALSE,,Vacances dete
2017-07-20,Jeudi,True,FALSE,,Vacances dete
2017-07-21,Vendredi,True,FALSE,,Vacances dete
2017-07-22,Samedi,True,FALSE,,Vacances dete
2017-07-23,Dimanche,True,FALSE,,Vacances dete
2017-07-24,Lundi,True,FALSE,,Vacances dete
2017-07-25,Mardi,True,FALSE,,Vacances dete
2017-07-26,Mercredi,True,FALSE,,Vacances dete
2017-07-27,Jeudi,True,FALSE,,Vacances dete
2017-07-28,Vendredi,True,FALSE,,Vacances dete
2017-07-29,Samedi,True,FALSE,,Vacances dete
2017-07-30,Dimanche,True,FALSE,,Vacances dete
2017-07-31,Lundi,True,FALSE,,Vacances dete
2017-08-01,Mardi,True,FALSE,,Vacances dete
2017-08-02,Mercredi,True,FALSE,,Vacances dete
2017-08-03,Jeudi,True,FALSE,,Vacances dete
2017-08-04,Vendredi,True,FALSE,,Vacances dete
2017-08-05,Samedi,True,FALSE,,Vacances dete
2017-08-06,Dimanche,True,FALSE,,Vacances dete
2017-08-07,Lundi,True,FALSE,,Vacances dete
2017-08-08,Mardi,True,FALSE,,Vacances dete
2017-08-09,Mercredi,True,FALSE,,Vacances dete
2017-08-10,Jeudi,True,FALSE,,Vacances dete
2017-08-11,Vendredi,True,FALSE,,Vacances dete
2017-08-12,Samedi,True,FALSE,,Vacances dete
2017-08-13,Dimanche,True,FALSE,,Vacances dete
2017-08-14,Lundi,True,FALSE,,Vacances dete
2017-08-15,Mardi,True,FALSE,,Vacances dete
2017-08-16,Mercredi,True,FALSE,,Vacances dete
2017-08-17,Jeudi,True,FALSE,,Vacances dete
2017-08-18,Vendredi,True,FALSE,,Vacances dete
2017-08-19,Samedi,True,FALSE,,Vacances dete
2017-08-20,Dimanche,True,FALSE,,Vacances dete
2017-08-21,Lundi,True,FALSE,,Vacances dete
2017-08-22,Mardi,True,FALSE,,Vacances dete
2017-08-23,Mercredi,True,FALSE,,Vacances dete
2017-08-24,Jeudi,True,FALSE,,Vacances dete
2017-08-25,Vendredi,True,FALSE,,Vacances dete
2017-08-26,Samedi,True,FALSE,,Vacances dete
2017-08-27,Dimanche,True,FALSE,,Vacances dete
2017-08-28,Lundi,True,FALSE,,Vacances dete
2017-08-29,Mardi,True,FALSE,,Vacances dete
2017-08-30,Mercredi,True,FALSE,,Vacances dete
2017-08-31,Jeudi,True,FALSE,,Vacances dete
2017-09-01,Vendredi,True,FALSE,,Vacances dete
2017-09-02,Samedi,True,FALSE,,Vacances dete
2017-09-03,Dimanche,True,FALSE,,Vacances dete
2017-09-04,Lundi,FALSE,FALSE,,
2017-09-05,Mardi,FALSE,FALSE,,
2017-09-06,Mercredi,FALSE,FALSE,,
2017-09-07,Jeudi,FALSE,FALSE,,
2017-09-08,Vendredi,FALSE,FALSE,,
2017-09-09,Samedi,FALSE,FALSE,,
2017-09-10,Dimanche,FALSE,FALSE,,
2017-09-11,Lundi,FALSE,FALSE,,
2017-09-12,Mardi,FALSE,FALSE,,
2017-09-13,Mercredi,FALSE,FALSE,,
2017-09-14,Jeudi,FALSE,FALSE,,
2017-09-15,Vendredi,FALSE,FALSE,,
2017-09-16,Samedi,FALSE,FALSE,,
2017-09-17,Dimanche,FALSE,FALSE,,
2017-09-18,Lundi,FALSE,FALSE,,
2017-09-19,Mardi,FALSE,FALSE,,
2017-09-20,Mercredi,FALSE,FALSE,,
2017-09-21,Jeudi,FALSE,FALSE,,
2017-09-22,Vendredi,FALSE,FALSE,,
2017-09-23,Samedi,FALSE,FALSE,,
2017-09-24,Dimanche,FALSE,FALSE,,
2017-09-25,Lundi,FALSE,FALSE,,
2017-09-26,Mardi,FALSE,FALSE,,
2017-09-27,Mercredi,FALSE,FALSE,,
2017-09-28,Jeudi,FALSE,FALSE,,
2017-09-29,Vendredi,FALSE,FALSE,,
2017-09-30,Samedi,FALSE,FALSE,,
2017-10-01,Dimanche,FALSE,FALSE,,
2017-10-02,Lundi,FALSE,FALSE,,
2017-10-03,Mardi,FALSE,FALSE,,
2017-10-04,Mercredi,FALSE,FALSE,,
2017-10-05,Jeudi,FALSE,FALSE,,
2017-10-06,Vendredi,FALSE,FALSE,,
2017-10-07,Samedi,FALSE,FALSE,,
2017-10-08,Dimanche,FALSE,FALSE,,
2017-10-09,Lundi,FALSE,FALSE,,
2017-10-10,Mardi,FALSE,FALSE,,
2017-10-11,Mercredi,FALSE,FALSE,,
2017-10-12,Jeudi,FALSE,FALSE,,
2017-10-13,Vendredi,FALSE,FALSE,,
2017-10-14,Samedi,FALSE,FALSE,,
2017-10-15,Dimanche,FALSE,FALSE,,
2017-10-16,Lundi,FALSE,FALSE,,
2017-10-17,Mardi,FALSE,FALSE,,
2017-10-18,Mercredi,FALSE,FALSE,,
2017-10-19,Jeudi,FALSE,FALSE,,
2017-10-20,Vendredi,FALSE,FALSE,,
2017-10-21,Samedi,FALSE,FALSE,,
2017-10-22,Dimanche,True,FALSE,,Vacances dautomne
2017-10-23,Lundi,True,FALSE,,Vacances dautomne
2017-10-24,Mardi,True,FALSE,,Vacances dautomne
2017-10-25,Mercredi,True,FALSE,,Vacances dautomne
2017-10-26,Jeudi,True,FALSE,,Vacances dautomne
2017-10-27,Vendredi,True,FALSE,,Vacances dautomne
2017-10-28,Samedi,True,FALSE,,Vacances dautomne
2017-10-29,Dimanche,True,TRUE,La Toussaint,Vacances dautomne
2017-10-30,Lundi,True,FALSE,,Vacances dautomne
2017-10-31,Mardi,True,FALSE,,Vacances dautomne
2017-11-01,Mercredi,True,TRUE,Anniversaire 1918,Vacances dautomne
2017-11-02,Jeudi,True,FALSE,,Vacances dautomne
2017-11-03,Vendredi,True,FALSE,,Vacances dautomne
2017-11-04,Samedi,True,FALSE,,Vacances dautomne
2017-11-05,Dimanche,True,FALSE,,Vacances dautomne
2017-11-06,Lundi,FALSE,FALSE,,
2017-11-07,Mardi,FALSE,FALSE,,
2017-11-08,Mercredi,FALSE,FALSE,,
2017-11-09,Jeudi,FALSE,FALSE,,
2017-11-10,Vendredi,FALSE,FALSE,,
2017-11-11,Samedi,FALSE,FALSE,,
2017-11-12,Dimanche,FALSE,FALSE,,
2017-11-13,Lundi,FALSE,FALSE,,
2017-11-14,Mardi,FALSE,FALSE,,
2017-11-15,Mercredi,FALSE,FALSE,,
2017-11-16,Jeudi,FALSE,FALSE,,
2017-11-17,Vendredi,FALSE,FALSE,,
2017-11-18,Samedi,FALSE,FALSE,,
2017-11-19,Dimanche,FALSE,FALSE,,
2017-11-20,Lundi,FALSE,FALSE,,
2017-11-21,Mardi,FALSE,FALSE,,
2017-11-22,Mercredi,FALSE,FALSE,,
2017-11-23,Jeudi,FALSE,FALSE,,
2017-11-24,Vendredi,FALSE,FALSE,,
2017-11-25,Samedi,FALSE,FALSE,,
2017-11-26,Dimanche,FALSE,FALSE,,
2017-11-27,Lundi,FALSE,FALSE,,
2017-11-28,Mardi,FALSE,FALSE,,
2017-11-29,Mercredi,FALSE,FALSE,,
2017-11-30,Jeudi,FALSE,FALSE,,
2017-12-01,Vendredi,FALSE,FALSE,,
2017-12-02,Samedi,FALSE,FALSE,,
2017-12-03,Dimanche,FALSE,FALSE,,
2017-12-04,Lundi,FALSE,FALSE,,
2017-12-05,Mardi,FALSE,FALSE,,
2017-12-06,Mercredi,FALSE,FALSE,,
2017-12-07,Jeudi,FALSE,FALSE,,
2017-12-08,Vendredi,FALSE,FALSE,,
2017-12-09,Samedi,FALSE,FALSE,,
2017-12-10,Dimanche,FALSE,FALSE,,
2017-12-11,Lundi,FALSE,FALSE,,
2017-12-12,Mardi,FALSE,FALSE,,
2017-12-13,Mercredi,FALSE,FALSE,,
2017-12-14,Jeudi,FALSE,FALSE,,
2017-12-15,Vendredi,FALSE,FALSE,,
2017-12-16,Samedi,FALSE,FALSE,,
2017-12-17,Dimanche,FALSE,FALSE,,
2017-12-18,Lundi,FALSE,FALSE,,
2017-12-19,Mardi,FALSE,FALSE,,
2017-12-20,Mercredi,FALSE,FALSE,,
2017-12-21,Jeudi,FALSE,FALSE,,
2017-12-22,Vendredi,FALSE,FALSE,,
2017-12-23,Samedi,FALSE,FALSE,,
2017-12-24,Dimanche,True,TRUE,Noeel,Vacances de Noeel
2017-12-25,Lundi,True,FALSE,,Vacances de Noeel
2017-12-26,Mardi,True,FALSE,,Vacances de Noeel
2017-12-27,Mercredi,True,FALSE,,Vacances de Noeel
2017-12-28,Jeudi,True,FALSE,,Vacances de Noeel
2017-12-29,Vendredi,True,FALSE,,Vacances de Noeel
2017-12-30,Samedi,True,FALSE,,Vacances de Noeel
2017-12-31,Dimanche,True,FALSE,,Vacances de Noeel
2018-01-01,Lundi,True,TRUE,Nouvel an,Vacances de Noeel
2018-01-02,Mardi,True,FALSE,,Vacances de Noeel
2018-01-03,Mercredi,True,FALSE,,Vacances de Noeel
2018-01-04,Jeudi,True,FALSE,,Vacances de Noeel
2018-01-05,Vendredi,True,FALSE,,Vacances de Noeel
2018-01-06,Samedi,True,FALSE,,Vacances de Noeel
2018-01-07,Dimanche,True,FALSE,,Vacances de Noeel
2018-01-08,Lundi,FALSE,FALSE,,
2018-01-09,Mardi,FALSE,FALSE,,
2018-01-10,Mercredi,FALSE,FALSE,,
2018-01-11,Jeudi,FALSE,FALSE,,
2018-01-12,Vendredi,FALSE,FALSE,,
2018-01-13,Samedi,FALSE,FALSE,,
2018-01-14,Dimanche,FALSE,FALSE,,
2018-01-15,Lundi,FALSE,FALSE,,
2018-01-16,Mardi,FALSE,FALSE,,
2018-01-17,Mercredi,FALSE,FALSE,,
2018-01-18,Jeudi,FALSE,FALSE,,
2018-01-19,Vendredi,FALSE,FALSE,,
2018-01-20,Samedi,FALSE,FALSE,,
2018-01-21,Dimanche,FALSE,FALSE,,
2018-01-22,Lundi,FALSE,FALSE,,
2018-01-23,Mardi,FALSE,FALSE,,
2018-01-24,Mercredi,FALSE,FALSE,,
2018-01-25,Jeudi,FALSE,FALSE,,
2018-01-26,Vendredi,FALSE,FALSE,,
2018-01-27,Samedi,FALSE,FALSE,,
2018-01-28,Dimanche,FALSE,FALSE,,
2018-01-29,Lundi,FALSE,FALSE,,
2018-01-30,Mardi,FALSE,FALSE,,
2018-01-31,Mercredi,FALSE,FALSE,,
2018-02-01,Jeudi,FALSE,FALSE,,
2018-02-02,Vendredi,FALSE,FALSE,,
2018-02-03,Samedi,FALSE,FALSE,,
2018-02-04,Dimanche,FALSE,FALSE,,
2018-02-05,Lundi,FALSE,FALSE,,
2018-02-06,Mardi,FALSE,FALSE,,
2018-02-07,Mercredi,FALSE,FALSE,,
2018-02-08,Jeudi,FALSE,FALSE,,
2018-02-09,Vendredi,FALSE,FALSE,,
2018-02-10,Samedi,FALSE,FALSE,,
2018-02-11,Dimanche,FALSE,FALSE,,
2018-02-12,Lundi,FALSE,FALSE,,
2018-02-13,Mardi,FALSE,FALSE,,
2018-02-14,Mercredi,FALSE,FALSE,,
2018-02-15,Jeudi,FALSE,FALSE,,
2018-02-16,Vendredi,FALSE,FALSE,,
2018-02-17,Samedi,FALSE,FALSE,,
2018-02-18,Dimanche,FALSE,FALSE,,
2018-02-19,Lundi,FALSE,FALSE,,
2018-02-20,Mardi,FALSE,FALSE,,
2018-02-21,Mercredi,FALSE,FALSE,,
2018-02-22,Jeudi,FALSE,FALSE,,
2018-02-23,Vendredi,FALSE,FALSE,,
2018-02-24,Samedi,FALSE,FALSE,,
2018-02-25,Dimanche,True,FALSE,,Vacances dhiver
2018-02-26,Lundi,True,FALSE,,Vacances dhiver
2018-02-27,Mardi,True,FALSE,,Vacances dhiver
2018-02-28,Mercredi,True,FALSE,,Vacances dhiver
2018-03-01,Jeudi,True,FALSE,,Vacances dhiver
2018-03-02,Vendredi,True,FALSE,,Vacances dhiver
2018-03-03,Samedi,True,FALSE,,Vacances dhiver
2018-03-04,Dimanche,True,FALSE,,Vacances dhiver
2018-03-05,Lundi,True,FALSE,,Vacances dhiver
2018-03-06,Mardi,True,FALSE,,Vacances dhiver
2018-03-07,Mercredi,True,FALSE,,Vacances dhiver
2018-03-08,Jeudi,True,FALSE,,Vacances dhiver
2018-03-09,Vendredi,True,FALSE,,Vacances dhiver
2018-03-10,Samedi,True,FALSE,,Vacances dhiver
2018-03-11,Dimanche,True,FALSE,,Vacances dhiver
2018-03-12,Lundi,FALSE,FALSE,,
2018-03-13,Mardi,FALSE,FALSE,,
2018-03-14,Mercredi,FALSE,FALSE,,
2018-03-15,Jeudi,FALSE,FALSE,,
2018-03-16,Vendredi,FALSE,FALSE,,
2018-03-17,Samedi,FALSE,FALSE,,
2018-03-18,Dimanche,FALSE,FALSE,,
2018-03-19,Lundi,FALSE,FALSE,,
2018-03-20,Mardi,FALSE,FALSE,,
2018-03-21,Mercredi,FALSE,FALSE,,
2018-03-22,Jeudi,FALSE,FALSE,,
2018-03-23,Vendredi,FALSE,FALSE,,
2018-03-24,Samedi,FALSE,FALSE,,
2018-03-25,Dimanche,FALSE,FALSE,,
2018-03-26,Lundi,FALSE,FALSE,,
2018-03-27,Mardi,FALSE,FALSE,,
2018-03-28,Mercredi,FALSE,FALSE,,
2018-03-29,Jeudi,FALSE,FALSE,,
2018-03-30,Vendredi,FALSE,TRUE,Peques,
2018-03-31,Samedi,FALSE,FALSE,,
2018-04-01,Dimanche,FALSE,TRUE,Lundi de Peques,
2018-04-02,Lundi,FALSE,TRUE,Feªte du travail,
2018-04-03,Mardi,FALSE,FALSE,,
2018-04-04,Mercredi,FALSE,FALSE,,
2018-04-05,Jeudi,FALSE,FALSE,,
2018-04-06,Vendredi,FALSE,FALSE,,
2018-04-07,Samedi,FALSE,FALSE,,
2018-04-08,Dimanche,FALSE,FALSE,,
2018-04-09,Lundi,FALSE,FALSE,,
2018-04-10,Mardi,FALSE,FALSE,,
2018-04-11,Mercredi,FALSE,FALSE,,
2018-04-12,Jeudi,FALSE,FALSE,,
2018-04-13,Vendredi,FALSE,FALSE,,
2018-04-14,Samedi,FALSE,FALSE,,
2018-04-15,Dimanche,FALSE,FALSE,,
2018-04-16,Lundi,FALSE,FALSE,,
2018-04-17,Mardi,FALSE,FALSE,,
2018-04-18,Mercredi,FALSE,FALSE,,
2018-04-19,Jeudi,FALSE,FALSE,,
2018-04-20,Vendredi,FALSE,FALSE,,
2018-04-21,Samedi,FALSE,FALSE,,
2018-04-22,Dimanche,True,FALSE,,Vacances de printemps
2018-04-23,Lundi,True,FALSE,,Vacances de printemps
2018-04-24,Mardi,True,FALSE,,Vacances de printemps
2018-04-25,Mercredi,True,FALSE,,Vacances de printemps
2018-04-26,Jeudi,True,FALSE,,Vacances de printemps
